duration,onset,pitch
0.07346938775510205,1.5755102040816327,73.0
0.6204081632653061,1.6734693877551021,74.0
0.08163265306122448,2.3020408163265307,73.0
0.24489795918367346,2.3836734693877553,74.0
0.05714285714285714,2.6285714285714286,72.0
0.08163265306122448,2.7020408163265306,74.0
0.08163265306122414,2.7918367346938777,72.0
0.13877551020408163,2.873469387755102,70.0
0.3020408163265306,3.020408163265306,69.0
0.2693877551020408,3.3551020408163263,69.0
0.08979591836734693,3.6489795918367345,65.0
0.0326530612244898,3.7551020408163267,67.0
0.0653061224489796,3.795918367346939,69.0
0.05714285714285714,3.8612244897959185,67.0
0.17142857142857143,3.9183673469387754,65.0
0.04081632653061224,4.106122448979592,67.0
0.07346938775510205,4.146938775510204,69.0
0.040816326530611846,4.228571428571429,67.0
0.16326530612244897,4.2693877551020405,65.0
0.07346938775510205,4.440816326530612,62.0
0.040634920634920635,4.516281179138322,65.0
0.029024943310657598,4.580136054421769,62.0
0.20317460317460317,4.614965986394558,58.0
0.05514739229024943,4.8573242630385485,65.0
0.06965986394557823,4.916825396825397,62.0
0.19736961451247126,5.00390022675737,58.0
0.05224489795918341,5.201269841269841,62.0
0.029024943310657598,5.253514739229025,65.0
0.058049886621315494,5.328979591836735,62.0
0.16253968253968254,5.38702947845805,58.0
0.046439909297052155,5.57859410430839,62.0
0.07546485260770976,5.636643990929705,65.0
0.03482993197278894,5.717913832199547,62.0
0.17414965986394557,5.752743764172336,58.0
0.034829931972789115,5.955918367346939,64.0
0.4992290249433107,6.013968253968254,65.0
0.10612244897959183,7.191836734693878,70.0
0.07755102040816327,7.310204081632653,69.0
0.06938775510204082,7.404081632653061,68.0
0.07755102040816327,7.489795918367347,67.0
0.09795918367346967,7.56734693877551,65.0
0.08979591836734624,7.66530612244898,63.0
0.08571428571428572,7.755102040816326,62.0
0.07346938775510205,7.848979591836735,60.0
0.07346938775510205,7.930340136054422,59.0
0.07655328798185941,8.020680272108844,58.0
0.1073922902494331,8.119727891156463,57.0
0.12653061224489795,8.290975056689343,58.0
0.12244897959183673,8.479637188208617,60.0
0.10612244897959222,8.648979591836735,62.0
0.1306122448979592,8.755102040816327,65.0
0.08163265306122448,8.93061224489796,63.0
0.08163265306122448,9.012244897959183,64.0
0.09795918367346938,9.10204081632653,65.0
0.06938775510204082,9.220408163265306,66.0
0.061224489795918366,9.30204081632653,68.0
0.10204081632653061,9.375510204081632,70.0
0.06938775510204082,9.485714285714286,66.0
0.08571428571428572,9.579591836734695,68.0
0.07755102040816327,9.677551020408163,65.0
0.08571428571428572,9.775510204081632,66.0
0.061224489795918366,9.861224489795918,64.0
0.08979591836734693,9.926530612244898,65.0
0.06938775510204082,10.040816326530612,63.0
0.07755102040816327,10.139863945578231,60.0
0.06938775510204082,10.222585034013605,61.0
0.10612244897959183,10.303854875283447,62.0
0.09387755102040816,10.47219954648526,65.0
0.1877551020408159,10.673469387755102,70.0
0.17551020408163265,10.861224489795918,72.0
0.3224489795918367,11.036734693877552,74.0
0.18775510204081633,11.387755102040817,74.0
0.19183673469387755,11.587755102040816,77.0
0.4857142857142857,11.787755102040816,76.0
0.1306122448979592,13.196190476190477,83.0
0.3947392290249433,13.331156462585033,84.0
0.1799546485260771,13.736054421768708,82.0
0.3183673469387755,13.926530612244898,81.0
0.23673469387755103,14.248979591836735,79.0
0.036734693877551024,14.493877551020407,80.0
0.04081632653061224,14.559183673469388,81.0
0.3183673469387755,14.616326530612245,82.0
0.5551020408163265,14.951020408163265,75.0
0.11029478458049886,16.04498866213152,82.0
0.04353741496598639,16.16689342403628,81.0
0.06965986394557823,16.239455782312927,82.0
0.052244897959183675,16.320725623582767,81.0
0.046439909297052155,16.386031746031748,80.0
0.06965986394557823,16.43392290249433,79.0
0.07546485260770976,16.51809523809524,78.0
0.05514739229024943,16.608072562358277,77.0
0.11029478458049886,16.68063492063492,76.0
0.07256235827664399,16.79092970521542,75.0
0.07546485260770976,16.872199546485263,74.0
0.09578231292517007,16.950566893424035,73.0
0.05714285714285714,17.053061224489795,71.0
0.09795918367346938,17.13469387755102,72.0
0.061224489795918366,17.240816326530613,70.0
0.08163265306122448,17.314285714285713,69.0
0.0653061224489796,17.416326530612245,68.0
0.09387755102040816,17.493333333333332,70.0
0.18775510204081633,17.68199546485261,72.0
0.1510204081632653,17.886621315192745,70.0
0.09795918367346938,18.04045351473923,72.0
0.08979591836734693,18.400362811791382,70.0
0.22040816326530613,18.567256235827664,72.0
0.1510204081632653,18.799455782312926,70.0
0.0653061224489796,18.975056689342402,72.0
0.08979591836734693,19.308843537414965,70.0
0.1673469387755102,19.506213151927437,72.0
0.15918367346938775,19.681814058956917,70.0
0.11020408163265306,19.851609977324262,72.0
0.08571428571428572,20.185396825396825,74.0
0.19183673469387755,20.34938775510204,75.0
0.20408163265306123,20.562721088435374,74.0
0.09387755102040816,20.76734693877551,75.0
0.08163265306122448,21.102585034013604,77.0
0.2,21.244807256235827,78.0
0.16326530612244897,21.448979591836736,79.0
0.09387755102040816,21.624489795918368,78.0
0.09387755102040816,21.97142857142857,74.0
0.1673469387755102,22.179591836734694,75.0
0.16326530612244897,22.35918367346939,74.0
0.08571428571428572,22.538775510204083,75.0
0.08163265306122448,22.889795918367348,75.0
0.20816326530612245,23.016326530612243,76.0
0.16326530612245094,23.228571428571428,75.0
0.08979591836734693,23.39183673469388,76.0
0.09795918367346938,23.726530612244897,76.0
0.2,23.910204081632653,77.0
0.16326530612244897,24.114285714285714,76.0
0.27346938775510204,24.289795918367346,77.0
0.10204081632653061,24.66530612244898,79.0
0.05514739229024943,24.785850340136054,83.0
0.1436734693877551,24.8540589569161,84.0
0.15510204081632653,25.008163265306123,82.0
0.3795918367346939,25.183673469387756,81.0
0.07755102040816327,25.57532879818594,79.0
0.12653061224489795,25.723356009070294,77.0
0.05714285714285714,25.890249433106575,74.0
0.12653061224489795,25.959909297052153,75.0
0.4857142857142857,26.100680272108843,74.0
0.13877551020408163,26.632653061224488,72.0
0.15918367346938775,26.8,70.0
0.32653061224489793,26.96734693877551,69.0
0.11428571428571428,27.322448979591837,67.0
0.5591836734693878,27.506122448979593,66.0
0.10612244897959183,28.191836734693876,74.0
0.3755102040816318,28.29795918367347,75.0
0.10612244897959044,28.6734693877551,73.0
0.09297052154195029,28.779591836734692,71.0
0.39183673469387753,28.872562358276642,66.0
0.11020408163265306,30.448979591836736,73.0
0.09387755102040816,30.559183673469388,71.0
0.08979591836734713,30.65714285714286,73.0
0.048979591836733505,30.746938775510205,71.0
0.11428571428571428,30.79591836734694,69.0
0.06938775510204082,30.918367346938776,68.0
0.15510204081632653,31.012244897959185,71.0
0.17142857142857143,31.179591836734694,69.0
0.15918367346938775,31.35918367346939,68.0
0.18775510204081633,31.53061224489796,66.0
0.4,31.726530612244897,64.0
0.08707482993197146,32.81560090702948,60.0
0.09287981859410431,32.90267573696145,64.0
0.06965986394557823,32.995555555555555,67.0
0.09287981859410431,33.0768253968254,64.0
0.09868480725623582,33.18131519274377,66.0
0.058049886621315196,33.28,69.0
0.09868480725623582,33.349659863945575,68.0
0.09287981859410431,33.46575963718821,66.0
0.09287981859410431,33.55863945578231,67.0
0.052244897959183675,33.66312925170068,69.0
0.08126984126984127,33.732789115646256,71.0
0.08707482993197278,33.819863945578234,72.0
0.052244897959183675,33.91274376417233,74.0
0.06965986394557823,33.99981859410431,71.0
0.09287981859410431,34.08108843537415,72.0
0.08707482993197857,34.17977324263038,69.0
0.08707482993197278,34.26684807256236,68.0
0.058049886621315196,34.35972789115646,69.0
0.05804988662131194,34.4584126984127,71.0
0.08707482993197278,34.51646258503401,68.0
0.07546485260770976,34.63836734693878,69.0
0.06385487528344669,34.719637188208615,67.0
0.07546485260770976,34.78349206349206,66.0
0.09868480725623582,34.864761904761906,64.0
0.08126984126984127,34.986666666666665,63.0
0.06385487528344669,35.09115646258503,64.0
0.08707482993197278,35.15501133786848,67.0
0.06385487528344669,35.253696145124714,64.0
0.08126984126984127,35.31755102040816,60.0
0.046439909297052155,35.42204081632653,55.0
0.10448979591836735,35.47428571428571,60.0
0.058049886621315196,35.59619047619048,55.0
0.04208616780045352,35.670204081632654,60.0
0.07691609977324262,35.71809523809524,62.0
0.06965986394557823,35.80517006802721,59.0
0.09287981859410431,35.92126984126984,59.0
0.08707482993197278,36.03736961451247,58.0
0.08126984126984127,36.12734693877551,59.0
0.07401360544217687,36.21442176870748,60.0
0.06965986394557823,36.29859410430839,62.0
0.07546485260770908,36.39727891156463,64.0
0.06385487528344672,36.472743764172336,66.0
