bar,beat,onset
-3,1,0.9868480725623583
-2,1,2.0081632653061225
-1,1,3.014625850340136
0,1,3.983673469387755
1,1,4.946938775510204
2,1,5.910204081632653
3,1,6.881632653061224
4,1,7.836734693877551
5,1,8.83265306122449
6,1,9.822222222222223
7,1,10.736031746031745
8,1,11.704399092970522
9,1,12.647800453514739
10,1,13.634784580498867
11,1,14.583560090702948
12,1,15.534693877551021
13,1,16.50480725623583
14,1,17.46249433106576
15,1,18.38095238095238
16,1,19.30439909297052
17,1,20.20861678004535
18,1,21.15077097505669
19,1,22.10408163265306
20,1,23.04299319727891
21,1,24.011315192743766
22,1,24.953696145124717
23,1,25.887278911564625
24,1,26.811043083900227
25,1,27.744467120181405
26,1,28.657596371882086
27,1,29.620294784580498
28,1,30.524557823129253
29,1,31.466916099773243
30,1,32.4156462585034
31,1,33.3795918367347
32,1,34.31836734693878
33,1,35.251179138321994
34,1,36.18775510204082
35,1,37.11721088435374
36,1,38.01589569160998
37,1,38.94839002267574
38,1,39.91673469387755
39,1,40.87539682539683
40,1,41.83827664399093
41,1,42.77628117913832
42,1,43.709977324263036
43,1,44.62816326530612
44,1,45.58673469387755
45,1,46.554965986394556
46,1,47.47761904761905
47,1,48.376281179138324
48,1,49.354285714285716
49,1,50.30226757369614
50,1,51.22061224489796
51,1,52.14430839002267
52,1,53.09297052154195
53,1,54.000589569161
54,1,54.97866213151927
55,1,55.94696145124716
56,1,56.89043083900227
57,1,57.83827664399093
58,1,58.78131519274376
59,1,59.73984126984127
60,1,60.68326530612245
61,1,61.64095238095238
62,1,62.594149659863945
63,1,63.552789115646256
64,1,64.49587301587302
65,1,65.45349206349206
66,1,66.38718820861678
67,1,67.3302947845805
68,1,68.27913832199546
69,1,69.20204081632653
70,1,70.13544217687075
71,1,71.07873015873015
72,1,72.03206349206349
73,1,72.97142857142858
74,1,73.9034693877551
75,1,74.84687074829932
76,1,75.75979591836735
77,1,76.70324263038549
78,1,77.66179138321995
79,1,78.55052154195012
80,1,79.47356009070295
81,1,80.41659863945578
82,1,81.32088435374149
83,1,82.21861678004535
84,1,83.15918367346939
85,1,84.13009070294784
86,1,85.07356009070294
87,1,86.02145124716553
88,1,86.9647619047619
89,1,87.8634693877551
90,1,88.76650793650794
91,1,89.73877551020408
92,1,90.66834467120181
93,1,91.6017006802721
94,1,92.58972789115646
95,1,93.52231292517007
96,1,94.46136054421768
97,1,95.38775510204081
98,1,96.3130612244898
99,1,97.23587301587301
100,1,98.16941043083901
101,1,99.0930612244898
102,1,99.99630385487528
103,1,100.92024943310658
104,1,101.84387755102041
105,1,102.75145124716553
106,1,103.71428571428571
107,1,104.60861678004535
108,1,105.56165532879818
109,1,106.4846485260771
110,1,107.4334693877551
111,1,108.35707482993197
112,1,109.28097505668934
113,1,110.19818594104308
114,1,111.12179138321996
115,1,112.04569160997733
116,1,112.9934693877551
117,1,113.9271201814059
118,1,114.84541950113379
119,1,115.7940589569161
120,1,116.76165532879818
121,1,117.68514739229025
122,1,118.64804988662131
123,1,119.5609977324263
124,1,120.51426303854875
125,1,121.43798185941043
126,1,122.34206349206349
127,1,123.25526077097506
128,1,124.17335600907029
129,1,125.06231292517006
130,1,125.97532879818594
131,1,126.87950113378685
132,1,127.81299319727891
133,1,128.7356462585034
134,1,129.69873015873017
135,1,130.6222902494331
136,1,131.56566893424036
137,1,132.46897959183673
138,1,133.39265306122448
139,1,134.28151927437642
140,1,135.21421768707484
141,1,136.14757369614512
142,1,137.09637188208617
143,1,138.02015873015873
144,1,138.93755102040816
145,1,139.86133786848072
146,1,140.78487528344672
147,1,141.72741496598638
148,1,142.66650793650794
149,1,143.59975056689342
150,1,144.53328798185942
151,1,145.4954195011338
152,1,146.4191156462585
153,1,147.3580498866213
154,1,148.27528344671202
155,1,149.20893424036282
156,1,150.12285714285716
157,1,151.0715873015873
158,1,151.97931972789115
159,1,152.87791383219954
160,1,153.79165532879819
161,1,154.68979591836734
162,1,155.6
163,1,156.53707482993198
164,1,157.4597052154195
165,1,158.40852607709752
166,1,159.32680272108843
167,1,160.25054421768706
168,1,161.1537641723356
169,1,162.0873015873016
170,1,163.03068027210884
