bar,beat,onset
-1,1,7.889637188208617
0,1,9.206712018140589
1,1,10.541496598639457
2,1,11.849251700680272
3,1,13.155260770975056
4,1,14.469569160997732
5,1,15.759591836734694
6,1,17.06530612244898
7,1,18.369160997732425
8,1,19.649886621315193
9,1,20.924580498866213
10,1,22.25297052154195
11,1,23.562448979591835
12,1,24.86716553287982
13,1,26.108684807256235
14,1,27.396643990929704
15,1,28.676530612244896
16,1,30.01222222222222
17,1,31.280090702947845
18,1,32.26598639455782
19,1,33.2530612244898
20,1,34.220408163265304
21,1,35.2130612244898
22,1,36.52557823129251
23,1,37.860136054421766
24,1,39.1756462585034
25,1,40.46437641723356
26,1,41.759138321995465
27,1,43.06750566893424
28,1,44.37140589569161
29,1,45.67365079365079
30,1,46.95183673469388
31,1,48.24249433106576
32,1,49.551043083900225
33,1,50.85015873015873
34,1,52.16263038548753
35,1,53.486054421768706
36,1,54.818662131519275
37,1,56.11827664399093
38,1,57.43455782312925
39,1,58.738412698412695
40,1,59.99390022675737
41,1,61.286145124716555
42,1,62.59596371882086
43,1,63.89641723356009
44,1,65.21020408163265
45,1,66.52074829931973
46,1,67.48891156462585
47,1,68.4837641723356
48,1,69.47120181405896
49,1,70.46675736961451
50,1,71.82950113378685
51,1,73.12544217687075
52,1,74.43149659863946
53,1,75.69732426303855
54,1,77.01478458049887
55,1,78.3092970521542
56,1,79.61541950113379
57,1,80.88671201814059
58,1,82.21392290249433
