bar,beat,onset
-1,1,2.596281179138322
0,1,3.4946031746031747
1,1,4.423401360544218
2,1,5.375419501133787
3,1,6.269931972789116
4,1,7.1401360544217685
5,1,8.057324263038549
6,1,8.97063492063492
7,1,9.869251700680271
8,1,10.767959183673469
9,1,11.68108843537415
10,1,12.569886621315193
11,1,13.483809523809525
12,1,14.381655328798185
13,1,15.295578231292517
14,1,16.184308390022675
15,1,17.09387755102041
16,1,18.015895691609977
17,1,18.894943310657595
18,1,19.78859410430839
19,1,20.696961451247166
20,1,21.624489795918368
21,1,22.49891156462585
22,1,23.422539682539682
23,1,24.311519274376415
24,1,25.224625850340136
25,1,26.12331065759637
26,1,27.002426303854875
27,1,27.918367346938776
28,1,28.821768707482992
29,1,29.715736961451245
30,1,30.598095238095237
31,1,31.497868480725625
32,1,32.41902494331066
33,1,33.32650793650794
34,1,34.230816326530615
35,1,35.14893424036281
36,1,36.04260770975057
37,1,36.96077097505669
38,1,37.8734693877551
39,1,38.772562358276645
40,1,39.65172335600907
41,1,40.540589569161
42,1,41.44378684807256
43,1,42.34253968253968
44,1,43.22975056689342
45,1,44.13455782312925
46,1,45.03333333333333
47,1,45.92124716553288
48,1,46.81040816326531
49,1,47.733990929705215
50,1,48.65773242630385
51,1,49.53596371882086
52,1,50.424897959183674
53,1,51.33893424036281
54,1,52.24643990929705
55,1,53.160226757369614
56,1,54.08403628117914
57,1,54.97213151927438
58,1,55.886167800453514
59,1,56.78775510204082
60,1,57.672539682539686
61,1,58.5768253968254
62,1,59.50049886621315
63,1,60.39829931972789
64,1,61.32204081632653
65,1,62.17142857142857
66,1,63.08920634920635
